timestamp,entryprice,exitprice,tp/sl,direction,pnl
2025-07-13 12:00:00+00:00,118030.0,119210.3,SL,sell,-1180.300000000003
2025-07-15 03:00:00+00:00,118250.0,117067.5,SL,buy,-1182.5
2025-07-16 09:00:00+00:00,118732.2,119919.522,SL,sell,-1187.3220000000001
2025-07-18 14:00:00+00:00,118779.4,117591.606,SL,buy,-1187.7939999999944
2025-07-20 13:00:00+00:00,118118.2,117917.0,,sell,201.1999999999971
2025-07-20 22:00:00+00:00,117917.0,116737.83,SL,buy,-1179.1699999999983
2025-07-21 06:00:00+00:00,118453.8,119638.338,SL,sell,-1184.5380000000005
2025-07-21 19:00:00+00:00,117130.1,118462.3,,buy,1332.199999999997
2025-07-22 10:00:00+00:00,118462.3,119646.92300000001,SL,sell,-1184.6230000000069
2025-07-23 13:00:00+00:00,117977.8,116798.022,SL,buy,-1179.7780000000057
2025-07-27 14:00:00+00:00,118199.0,119380.99,SL,sell,-1181.9900000000052
